4-hidroksifenilalanin	4 - hidroksifenilalanin	1	7	[ELEXIS - WSD - SL] Tirozin ali 4 - hidroksifenilalanin je ena od 20 aminokislin , ki jih celice potrebujejo za sintezo beljakovin .
Bik	Bika	2	4	Vpliv planetov v znamenju Bika boste občutili predvsem kot hrepenenje in klic po spremembi .
Bitka pri Milvijskem mostu	Bitka pri Milvijskem mostu	1	5	[ELEXIS - WSD - SL] Bitka pri Milvijskem mostu prikazuje bitko , ki je potekala 28 . oktobra 312 med rimskima cesarjema Konstantinom I . in Maksencijem .
Bohrov model	Bohrov model	1	0	Bohrov model ( 1913 ) je elektronom dovoljeval , da krožijo okoli jedra samo še po točno določenih krožnicah .
Bojevnik	Bojevniki	1	6	Po naslovu v lanski sezoni so Bojevniki zapravili 150 . 000 zelencev na zabavi v nočnem klubu v San Franciscu .
Bojevnik	Bojevniki	1	16	Pred dvema letoma so Cavaliersi vodili z 2 : 1 v zmagah , a so nato Bojevniki dobili tri tekme zapored .
Bojevnik	Bojevniki	1	15	Ta je ne vedoč za izid , zapravil priložnost za zmago v rednem delu , Bojevniki pa so nato slavili po podaljšku .
Bojevnik	Bojevnikov	1	15	V tolažbo pa mu je lahko dejstvo , da je bil v sedmem zaporednem porazu Bojevnikov s 40 točkami najboljši strelec .
Bruseljski sporazum	Bruseljskega sporazuma	1	14	[ELEXIS - WSD - SL] Vladi sta začeli normalizirati odnose leta 2013 v okviru Bruseljskega sporazuma .
CD-plošča	CD - plošči	1	4	Navodila so le na CD - plošči .
CD-plošča	CD - plošči	1	1	Na CD - plošči je vrsta vaj , ki si jih uporabnik izbere glede na zahtevnost dela z računalnikom .
CD-plošča	CD - plošče	1	3	Res se tudi CD - plošče z leti obrabijo , vendar ne zaradi predvajanja , temveč zgolj zaradi staranja materiala , na katerem je shranjena informacija .
CD-plošča	CD - plošči	2	22	Kreslin obljublja , da bo na koncertu mogoče predpremierno slišati kar nekaj novih pesmi , ki bodo jeseni izšle na njegovi novi CD - plošči .
CD-plošča	CD - plošča	2	16	Dober odziv poslušalcev jih je spodbudil k še bolj marljivi vadbi , katere rezultat je prva CD - plošča .
CD-plošča	CD - plošče	2	8	Koncert je ansambel priredil ob izidu svoje prve CD - plošče z naslovom Naj breze govorijo .
CO2	CO2	1	18	[ELEXIS - WSD - SL] S svojo zavezo podpirajo cilj Evropske unije , 20 - odstotno znižanje emisij CO2 , ki naj bi ga dosegla do leta 2020 .
CO2	CO2	1	7	Proizvodnja navedene količine sončne elektrike zmanjša emisijo CO2 za 104 tone .
CO2	CO2	1	6	Elektrarna prispeva tudi k zmanjšanju emisije CO2 za približno 1400 kg na leto .
CO2	CO2	1	9	Posledica večje rabe fosilnih goriv so čedalje večje emisije CO2 v okolje .
CO2	CO2	1	0	CO2 sestavljata dva atoma kisika , vezana na atom ogljika .
CT	CT	1	0	CT glave je v nadaljevanju tudi pokazal , da je zdravnik mrtev .
CT	CT	1	23	[ELEXIS - WSD - SL] Pljučni ognojki so običajno na rentgenski sliki prsnega koša vidni , vendar je za potrditev diagnoze pogosto potreben CT prsnega koša .
CT	CT	1	4	Ortoped je odredil še CT slikanje v lokalni bolnišnici , a tudi to ni pokazalo nič novega .
CT	CT	1	9	Magnetno resonanco izvajajo v kleti na istem hodniku kot CT , le sobo ali dve naprej .
CT	CT	2	12	S tem so dobili tretjo takšno aparaturo ( sicer jo poznamo kot CT ) .
Comptonov pojav	Comptonovega pojava	1	15	[ELEXIS - WSD - SL] Leta 1923 je Debye prav tako razvil teorijo za pojasnitev Comptonovega pojava , premika frekvence rentgenskih žarkov ali gama žarkov , ki nastane ob njihovi interakciji z elektroni .
DJ	DJ - em	1	17	[ELEXIS - WSD - SL] DJ Magazine je mesečna britanska revija , posvečena elektronski plesni glasbi in DJ - em .
DKA	DKA	1	18	[ELEXIS - WSD - SL] Ena od študij je razkrila , da so pri 17 % otrok z DKA sprva diagnosticirali gastroenteritis .
Debye-Wallerjev faktor	Debye - Wallerjev faktor	1	19	[ELEXIS - WSD - SL] S Paulom Scherrerjem je računal vplive temperature na rentgenske uklonske vzorce kristalinskih trdnin ( Debye - Wallerjev faktor ) .
Donavska komisija	Donavska komisija	1	5	[ELEXIS - WSD - SL] Donavska komisija se je odločila uničiti dva stebra , ki sta ovirala plovbo .
Dopplerjev pojav	Dopplerjevega pojava	1	11	[ELEXIS - WSD - SL] Ker se spektri takšnih zvezd zaradi Dopplerjevega pojava spreminjajo , se imenujejo spektroskopska dvozvezdja .
Dvojčka	Dvojčka	1	11	Nebesna brata Kastor in Poluks pa sta najsvetlejši zvezdi v ozvezdju Dvojčka .
Dvojčka	Dvojčka	1	9	Malo više in vzhodno od ozvezdja Orion leži ozvezdje Dvojčka , radiant Geminidov pa je prav v tem ozvezdju .
Dvojčka	Dvojčkov	1	14	Saturn bo 9 . avgusta kot zadnji zapustil ozvezdje Bika in prešel v ozvezdje Dvojčkov .
Dvojčka	Dvojčkov	1	5	Radiant Geminidov leži v ozvezdju Dvojčkov .
Dvojčka	Dvojčkih	2	2	Luna v Dvojčkih prinaša živahen in zanimiv dan .
Dvojčka	Dvojčkih	2	2	Luna v Dvojčkih vam daje visoko raven živčne energije , ki jo morate izrabljati pozitivno , v obliki živahnih rekreativnih dejavnosti .
Dvojčka	Dvojčkih	2	4	Ljudje s Soncem v Dvojčkih uživajo v vznemirljivosti trenutkov , ko njihova prijateljska občutja počasi preraščajo v ljubezen .
Dvojčka	Dvojčkih	2	2	Planeti v Dvojčkih spodbujajo vedoželjnost in raziskovalnega duha .
Dvojčka	Dvojčkov	2	5	Pod vplivom planetov v znamenju Dvojčkov boste vse bolj družabni .
Dvojčka	Dvojčkov	2	4	Navzočnost Marsa v znamenju Dvojčkov nakazuje potrebo po mirovanju in oddihu .
Dvojčka	Dvojčka	2	5	Človek , rojen v znamenju Dvojčka , je v osnovi nemirno bitje , ves čas v gibanju , da mu ni dolgčas , ima številne zamisli , ki jih mora nekdo pretresti , da odbere dobre od slabših .
Dvojčka	Dvojčka	2	7	Zaradi Venere , ki je v znamenju Dvojčka , boste čutili poudarjeno potrebo po zapeljevanju .
EKG	EKG	1	6	Naredili smo tudi preiskavo srčne obremenitve EKG .
EKG	EKG	1	8	Tako kot velja za vse preiskave , tudi EKG ni stoodstotno zanesljiv .
EKG	EKG	1	8	Februarja 2006 sem šel na slikanje pljuč in EKG .
EKG	EKG	1	10	Medicinska sestra ji je na prsni koš pritrdila elektrode za EKG .
EKG	EKG	2	6	Zanima me , ali je ta EKG v redu in ali je potrebno kakšno zdravljenje .
EKG	EKG	2	2	Vsak del EKG - vala ima svoj pomen ter sovpada z električnimi in mehanskimi dogodki v srcu .
EKG	EKG - ju	2	8	Ko srce kot črpalka popusti , se na EKG - ju pokažejo spremembe v delovanju srca .
EMŠO	EMŠO	2	5	Zdaj pa me že malo EMŠO daje .
EMŠO	EMŠO - jem	2	17	Daje nas sapa oz . dihanje ; poleg drugih težav , ki jih imamo ljudje z določenim EMŠO - jem .
EMŠO	EMŠO	2	16	Zadnji mesec me je nekaj trgalo po sklepih , sem zašel med revmatike izgleda ( mi EMŠO nagaja ) .
Evansov gambit	Evansov gambit	1	0	Evansov gambit , v katerem beli žrtvuje kmeta za hiter razvoj , je takoj postal priljubljeno orožje vročekrvnih šahistov 19 . stoletja .
Evropa	Evropa	2	5	Sredstva , ki jih bo Evropa namenila širitvenemu procesu , niso majhna .
Evropa	Evrope	2	12	Kar splošno je znano , da je Portugalska ena najbolj revnih članic Evrope in , kot že rečeno , povprečni ljudje na Portugalskem niso pretirano bogati
Evropa	Evropi	2	2	" Pri Evropi nam je všeč njena nedokončnost , to , da je odprt proces . Unija je pragmatična , " pravi poljska ministrica za evropske zadeve .
Evropa	Evropo	3	8	Cilj kluba je drugo mesto in uvrstitev v Evropo .
Evropa	Evropi	3	11	Naša zasedba je dovolj kakovostna , da si zagotovi nastop v Evropi .
Evropa	Evropi	3	9	Vse štiri ekipe so si že zagotovile igranje v Evropi , kar je želja vseh rokometnih prvoligašev .
Evropa	Evrope	3	5	Ker je klub ostal brez Evrope , se obeta krčenje stroškov , pocenitev pa pomeni še slabšo igralsko zasedbo .
Evropa	Evrope	3	3	Ostal je brez Evrope in padel v krizo , iz katere se sedemkratni evropski prvak ne more izvleči še danes .
Evropa	Evropa	4	0	Evropa je Zevsu rodila tri sinove .
Evropa	Evropa	4	10	Boga Zevsa v podobi bika je očarala lepa kraljeva hči Evropa in odpeljal jo je na celino , ki do takrat še ni imela imena .
Evropa	Evropo	4	13	Po starodavni zgodbi je Zevs , spremenjen v belega bika , zapeljal Feničanko Evropo in jo odpeljal na Kreto ter okronal za prvo tamkajšnjo kraljico .
Evropa	Evropa	4	0	Evropa , lepotica žametne in bele polti , je bila hči feničanskega kralja Agenorja .
Evropa	Evropa	5	0	Evropa ne živi od svetlobe Sonca , temveč od Jupitrove privlačnosti .
Evropa	Evropa	5	11	Jupiter ima prek 60 lun , štiri največje so Io , Evropa , Ganimed in Kalisto .
Evropa	Evropa	5	0	Evropa je velika približno toliko kot naša Luna .
Evropa	Evropa	5	0	Evropa je najmanjša od štirih galilejskih lun plinastega Jupitra , največjega planeta v Osončju .
Evropska prestolnica kulture	evropska prestolnica kulture	1	10	[ELEXIS - WSD - SL] Leta 1994 je bila Lizbona evropska prestolnica kulture .
GSM	GSM	1	9	Najprej pohvala : mobilnik deluje v vseh treh omrežjih GSM .
GSM	GSM	1	19	[ELEXIS - WSD - SL] Universal Mobile Telecommunications System ( UMTS ) je sestavni del tretje generacije mobilnih sistemov GSM ( 3G ) .
GSM	GSM	2	10	Ker sta nasilneža še kar grozila , jima je dal GSM .
GSM	GSM	2	9	Ste eden redkih vplivnih politikov , ki ne uporablja GSM .
GSM	GSM	2	6	Z novinarjem sem se pogovarjala po GSM , zaradi jasnosti mojih izjav pa bi želela , da objavite moj popravek .
GSM	GSM - ih	2	8	Gre pa zato , da ste pri vseh GSM - ih , ki jih ponuja Mobitel , podali tudi njihovo ceno .
GSM	GSM	3	4	Pokličite jih lahko na GSM 041 - 000 - 000 .
GSM	GSM	3	15	Za ostale informacije in ogled pokličite po telefonu 01/000 - 00 - 00 ali na GSM 041/000 - 000 .
Golgota	Golgoto	1	4	Jezusa so odvedli na Golgoto , kjer so ga križali .
Golgota	Golgota	2	4	Popotovanje je bilo prava Golgota . Po dva in dva smo bili vklenjeni z lisicami in vzdolž povezani z verigo .
Golgota	Golgota	2	0	Golgota podjetništva v Sloveniji še tako okorelega levičarja preobrazi v liberalca .
Golgota	Golgote	2	31	Naš sveti oče je mistik in velik kristjan , ki s svojim življenjem izpričuje vero in vdanost Kristusu do konca , kajti vsako vstajenje dosežeš le tako , da greš prek Golgote , s križem na rami .
Golgota	Golgoto	2	19	Svet je lep in življenja vreden , a smo ga zapackali z nevrednimi dejanji in moramo zdaj znova prehoditi Golgoto , da bi to popravili .
Gorgona	Gorgon	1	11	Od tod verjetno izvira zgodba o Meduzi , eni od pošasti Gorgon iz grške mitologije , katere pogled je opazovalca spremenil v kamen .
Gorgona	Gorgono	1	9	Vrnil sem se in rekel , da sem videl Gorgono , vendar me ni spremenila v kamen .
Guinnessov	Guinnessovi	1	7	[ELEXIS - WSD - SL] Sodeč po Guinnessovi knjigi rekordov iz leta 1996 je to najdaljša beseda v nemščini .
Guinnessov	Guinnessovi	1	10	In vendar , bolj ko smo iskali ta rekord na Guinnessovi spletni strani bolj smo bili zmedeni .
Guinnessov	Guinnessovo	1	6	Podatke o njenem rojstvu je preverilo Guinnessovo uredništvo .
Guinnessov	Guinnessovih	1	10	Slovenci smo bili doslej natanko desetkrat uvrščeni v elitni seznam Guinnessovih svetovnih rekorderjev .
HIV	HIV	1	11	Govor je bil tudi o več strategijah za preprečevanjev okužbe s HIV .
HIV	HIV	1	9	Žal pa nimamo zanesljivih podatkov o razširjenosti okužbe s HIV v prostituciji .
HIV	HIV	1	8	To pomeni , da se okužba z virusom HIV prenaša tudi na otroke .
HIV	HIV	1	7	V Južnoafriški republiki število okuženih z virusom HIV vrtoglavo raste , celo najhitreje na svetu .
HIV	HIV	1	10	Obenem so predvidena anonimna , zaupna in brezplačna testiranja za HIV in druge spolno prenosljive okužbe izven zdravstvenih ustanov .
HIV	HIV	1	12	Na novinarski konferenci je poudaril , da ni pomembno samo testiranje za HIV , pač pa tudi za druge spolno prenosljive okužbe .
HIV	HIV	1	18	[ELEXIS - WSD - SL] Pri osebah , ki so okužene tako z M . tuberculosis kot s HIV , se nevarnost za ponoven pojav bolezni poveča na skoraj 10 % na leto .
HIV	HIV	1	14	[ELEXIS - WSD - SL] To je postalo še posebej razširjeno po pojavu epidemije HIV .
HIV	HIV	1	28	[ELEXIS - WSD - SL] Občasno so lahko prisotne multiple razjede ( ~ 40 % ) , pri čemer so pogostejše pri bolnikih s sočasno okužbo z virusom HIV .
Haemophilus influenzae	Haemophilus influenzae	1	14	[ELEXIS - WSD - SL] Leta 1988 se je začelo s cepljenjem otrok proti Haemophilus influenzae tipa B , kar je kmalu potem privedlo do močnega upada števila obolelih .
Haemophilus influenzae	Haemophilus influenzae	1	1	Bakterija Haemophilus influenzae , večinoma tipa b , ogroža predvsem otroke do petega leta starosti .
Hamiltonov cikel	Hamiltonov cikel	1	9	[ELEXIS - WSD - SL] Graf , ki vsebuje Hamiltonov cikel , se imenuje Hamiltonov graf .
Hamiltonov graf	Hamiltonov graf	1	14	[ELEXIS - WSD - SL] Graf , ki vsebuje Hamiltonov cikel , se imenuje Hamiltonov graf .
Hubblov	Hubblovih	1	7	Ob tej priložnosti smo zbrali kopico najlepših Hubblovih posnetkov .
Hubblov	Hubblovo	1	16	To pospeševanje je bilo pozneje bolj natančno izmerjeno s pomočjo drugih teleskopov , ki so potrdili Hubblovo odkritje .
Hubblov vesoljski teleskop	Hubblov vesoljski teleskop	1	5	[ELEXIS - WSD - SL] Hubblov vesoljski teleskop zaradi varnostnih postopkov , ki mu preprečujejo , da bi se usmeril preblizu Soncu , Merkurja sploh ne more opazovati .
Hubblov zakon	Hubblov zakon	1	10	[ELEXIS - WSD - SL] To razmerje je znano kot Hubblov zakon .
ITM	ITM	1	5	Medicinsko določena meja debelosti je ITM , višji od 25 .
ITM	ITM	1	0	ITM pove , koliko maščobe imamo v telesu .
ITM	ITM	1	0	ITM uporabljajte kot kazalec nepravilnega prehranjevanja in kot opozorilo za zdrav način življenja .
ITM	ITM	1	2	Podatek o ITM pri večini ljudi tudi precej natančno prikaže delež telesne maščobe .
ITM	ITM	1	11	[ELEXIS - WSD - SL] V 16 - letnem obdobju so ITM nad 32 kg/m2 povezali s podvojeno smrtnostjo pri ženskah .
Jaka Racman	Jaka Racman	1	10	[ELEXIS - WSD - SL] V tem delu ameriški turist Jaka Racman obišče jezero Titikaka in spozna nekaj tamkajšnjih prebivalcev , med njimi tudi svojeglavo lamo .
KB	KB	1	15	[ELEXIS - WSD - SL] Njegov naslednik , ARM3 , je bil narejen s 4 KB predpomnilnika , kar je še izboljšalo zmogljivost .
KB	KB	1	8	Brez posebnih težav smo sprostili skoraj za 616 KB prostora .
Kajmanski jarek	Kajmanski jarek	1	9	[ELEXIS - WSD - SL] Najgloblja točka morja je Kajmanski jarek med Kajmanskimi otoki in Jamajko , ki leži 7686 m pod morsko gladino .
Kajmanski otoki	Kajmanskimi otoki	1	12	[ELEXIS - WSD - SL] Najgloblja točka morja je Kajmanski jarek med Kajmanskimi otoki in Jamajko , ki leži 7686 m pod morsko gladino .
Kanarski otoki	Kanarski otoki	1	15	[ELEXIS - WSD - SL] Heyerdahl je predlagal teorijo , po kateri naj bi bili Kanarski otoki antična pomorska baza za plovbo med Ameriko in Mediteranom .
Karavanke	Karavanke	2	7	Na Gorenjskem bodo pogostejši zastoji pred predorom Karavanke proti Avstriji .
Karavanke	Karavank	2	8	Že popoldne je pričakovati povečan promet iz smeri Karavank proti Hrvaški .
Kiklop	Kiklopi	1	5	Polifem je bil najslavnejši med Kiklopi .
Kiklop	Kiklop	1	12	Homer pa v Odiseji pripoveduje , da je tu živel enooki velikan Kiklop , ki je ujel Odiseja .
Kitajsko	Kitajskem	1	4	Elektronska pošta je na Kitajskem najbolj uporabljana spletna ponudba .
Kitajsko	Kitajskem	1	9	Slovenska košarkarska reprezentanca pravkar igra drugo pripravljalno tekmo na Kitajskem .
Kolosej	kolosej	1	9	Leta 80 našega štetja so v Rimu zgradili sloviti kolosej , ki je sprejel nad sto tisoč gledalcev in v katerem so bili gladiatorski boji .
Konfederacija	Konfederacije	1	9	[ELEXIS - WSD - SL] Njegov vpliv na strategijo Konfederacije se je zmanjšal zaradi njegovega slabega službenega odnosa s predsednikom Jeffersonom Davisom ter z drugimi višjimi generali in uradniki .
Konfederacija	Konfederacije	1	16	Tri leta bojev , obleganja in pomanjkanja je iztisnilo še zadnje kaplje moči in upornosti iz Konfederacije južnih držav .
Kongres	Kongresu	1	10	[ELEXIS - WSD - SL] Leta 1961 je predsednik Kennedy Kongresu predstavil predlog , da bi do konca desetletja na Luno poslali človeka .
Kozorog	Kozoroga	1	4	Uran je v ozvezdju Kozoroga viden v prvi polovici noči .
